energy_eV,eedf
54.47865335981591,9.289740481904513e-16
54.98307995447504,6.350699174443292e-16
55.48983109565333,4.3369517476391494e-16
55.9989067833508,2.958732475062387e-16
56.510307017567435,2.0164975952543403e-16
57.02403179830323,1.3729899551305244e-16
57.54008112555819,9.339439698938962e-17
58.05845499933233,6.346926803128569e-17
58.57915341962561,4.3092287255286376e-17
59.102176386438074,2.9230561783235287e-17
59.627523899769706,1.981006689652023e-17
60.1551959596205,1.3413619367505813e-17
60.68519256599046,9.072226204379106e-18
61.217513718879594,6.1287868106814966e-18
61.75215941828789,4.1354031975430924e-18
62.28912966421535,2.7870942628686672e-18
62.82842445666198,1.8762185612037313e-18
63.37004379562777,1.2616234101518708e-18
63.913987681112744,8.474283388903223e-19
64.46025611311687,5.686179222699288e-19
65.00884909164014,3.811859885896748e-19
65.55976661668261,2.553158042874063e-19
66.11300868824424,1.708725746465583e-19
66.66857530632504,1.1428625456224795e-19
67.226466470925,7.64010239429261e-20
67.78668218204413,5.105636088857545e-20
68.34922243968242,3.411399996124757e-20
68.91408724383987,2.279714766695559e-20
69.4812765945165,1.5238349817730733e-20
70.05079049171229,1.0187308186681827e-20
70.62262893542726,6.81460768238538e-21
71.19679192566139,4.564445445695633e-21
71.77327946241466,3.064180115703915e-21
72.35209154568713,2.063149912758915e-21
72.93322817547876,1.3955319049199111e-21
73.51668935178955,9.503159937162767e-22
74.10247507461952,6.533005538807784e-22
74.69058534396864,4.549222468827786e-22
75.28102015983691,3.221136330861077e-22
75.87377952222437,2.32869034087548e-22
76.46886343113101,1.7257673422368805e-22
77.0662718865568,1.315062734150264e-22
77.66600488850176,1.0321015168888809e-22
78.26806243696586,8.342374021776876e-23
