en_td,energy_eV,eedf
1.0,2.699685458266847,0.17271304676701954
1.0,2.7663393408646284,0.1691406805934756
1.0,2.833806075689212,0.1653300652679171
1.0,2.902085662740598,0.16127791650292658
1.0,2.971178102018786,0.15698286289200097
1.0,3.0410833935237758,0.15244271504403323
1.0,3.1118015372555687,0.1476551218852659
1.0,3.1833325332141635,0.14262508108723188
1.0,3.25567638139956,0.13736026173652022
1.0,3.3288330818117586,0.13187233204374116
1.0,3.40280263445076,0.12617639863021102
1.0,3.4775850393165637,0.12029125557587303
1.0,3.5531802964091694,0.11423942265745658
1.0,3.6295884057285774,0.108046893568484
1.0,3.7068093672747877,0.10174311040084179
1.0,3.7848431810477994,0.09536106682567924
1.0,3.863689847047614,0.08893687919187343
1.0,3.9433493652742317,0.08250766325348702
1.0,4.023821735727651,0.0760954614029304
1.0,4.105106958407871,0.06974512251663621
1.0,4.1872050333148945,0.06347698055286313
1.0,4.27011596044872,0.057339792469814264
1.0,4.353839739809348,0.051383779045673365
1.0,4.438376371396778,0.04565723388849175
1.0,4.52372585521101,0.04020509109133739
1.0,4.609888191252046,0.03506750831656269
1.0,4.696863379519883,0.030278589820041585
1.0,4.784651420014521,0.02586530723513053
1.0,4.8732523127359615,0.02184581463860882
1.0,4.9626660576842045,0.018223189395166522
1.0,5.052892654859251,0.015003065365265569
1.0,5.143932104261099,0.012183796160456967
1.0,5.235784405889749,0.009752740865629418
1.0,5.3284495597452,0.007689196889590399
1.0,5.421927565827454,0.00596627899532133
1.0,5.516218424136511,0.004552404761715334
1.0,5.61132213467237,0.0034129413028918
1.0,5.707238697435031,0.0025118432025007203
1.0,5.803968112424496,0.0018132032985210265
1.0,5.901510379640761,0.001282611591242466
1.0,5.999865499083828,0.0008881766062382696
1.0,6.099033470753698,0.0006014084106335417
1.0,6.199014294650369,0.00039780773098802615
1.0,6.299807970773844,0.00025675604797459133
1.0,6.401414499124121,0.000161529216028433
1.0,6.503833879701199,9.894486948203114e-05
1.0,6.6070661125050805,5.8947048197133245e-05
1.0,6.711111197535763,3.4117623751867464e-05
1.0,6.815969134793248,1.9130370915171283e-05
1.0,6.921639924277535,1.03761062259701e-05
1.0,7.028123565988626,5.441302962752701e-06
